"","id","description","condition","3.81e-06","1.526e-05","6.104e-05","0.00024414","0.00097656","0.00390625","0.015625","0.0625","0.25","1","sumUniPeps","sumPSMs","countNum"
"11","O43707","Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2","NADPH.r1",1,0.99449684441887,1.00129490567885,0.999714838098676,1.00249915310029,1.03015132328676,1.01656909425336,1.01729556638648,1.03775247915445,0.984389348025712,42,509,105
"12","P06733-2","Isoform MBP-1 of Alpha-enolase OS=Homo sapiens GN=ENO1","NADPH.r1",1,1.04879673613664,1.00151468991766,1.03934417543885,1.03010749735718,1.07968162509539,0.968209347581755,0.973350672995643,0.94134101919088,0.906170752324598,2,521,3
"13","P50990","T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4","NADPH.r1",1,1.00029002992034,0.989308870896319,0.995223756166517,0.997684075515757,1.00976190029993,1.00266887874397,0.996348567257658,1.05088858648552,0.984389348025712,40,408,77
"14","P26038","Moesin OS=Homo sapiens GN=MSN PE=1 SV=3","NADPH.r1",1,0.996326645420561,0.998518719149711,1.00785332309405,1.00337889036643,1.04663739592302,1.06021687921903,1.03559078149695,1.15506737160232,0.986200551977921,48,636,114
"15","P00338-3","Isoform 3 of L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA","NADPH.r1",1,0.984841535249755,0.992996881598635,0.986241592302199,1.00635121516792,1.03888964742397,1.04622288734006,1.01638482729392,1.12970523047193,0.984389348025712,24,544,50
"16","P13639","Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4","NADPH.r1",1,0.980719563630276,0.992956092540176,0.988074450440042,0.994596212858319,1.02322956832503,1.0500799302427,1.01464728819568,1.16125330816353,0.988018433179724,65,596,101
"17","P49327","Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3","NADPH.r1",1,1.01000763140667,0.991465167476302,1.0167229999966,1.11450407071992,1.29988052568698,1.72533062054934,1.88938700487088,1.95232543075528,1.92114695340502,104,381,141
"18","P78371","T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4","NADPH.r1",1,0.980110342754917,0.978509881971323,0.987376849770818,0.996337124500592,1.01747530842147,1.03483632688791,1.01049034534426,1.12529287744759,1.01036757775683,32,349,56
"19","Q09666","Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2","NADPH.r1",1,0.994034693572841,1.02001421521431,1.02089740289012,1.01435658050261,1.03528748710436,1.04222628780631,1.04793420416062,1.04794949410352,1.06454816285998,204,362,226
"20","Q9Y490","Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3","NADPH.r1",1,1.00388142797153,0.973769812493525,0.979025575298867,1.01894646691522,1.01605697419036,0.99661955100055,0.992674902737014,0.948083371640956,0.951197870452529,101,345,162
"21","P68032","Actin, alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1","NADPH.r1",1,0.964349401448162,0.979936832100396,0.95627673644796,0.980952179571218,0.969736788075391,0.980728726376571,0.934275699445542,1.00011645588152,0.888152444076222,3,535,5
"22","P00558","Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3","NADPH.r1",1,0.982548998584079,0.969163066655241,0.959701840204985,0.995610771006666,0.996437956655211,1.00815350532034,0.997704275201792,1.09493784472548,1.06454816285998,27,407,50
"23","P49321","Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2","NADPH.r1",1,0.981044075579296,0.992085875285242,0.995208099183634,0.985223184827263,1.00204527420405,1.01841395466042,0.99998400376382,1.07920120850374,0.98348623853211,51,306,80
"24","P07195","L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2","NADPH.r1",1,0.96888249957379,0.978386296734117,0.979050939477119,0.98168218754304,1.01678182036024,1.05615741579453,1.00447535417398,1.2059195686857,0.978995433789954,19,384,37
"25","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2","NADPH.r1",1,0.989376771899476,0.992585931834663,0.994926061592728,1.00977129598939,1.08049794067287,1.088926997045,1.05696996336996,1.16537770128132,1.02095238095238,43,368,75
"26","P12270","Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3","NADPH.r1",1,0.994922224549245,1.0277415956326,1.02983389775843,1.00816004903034,1.05334726882667,1.04914105836964,1.04512723754233,1.03707660832007,1.01132075471698,122,353,158
"27","P08670","Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4","NADPH.r1",1,1.00752142416073,0.997067454605147,1.01222283643511,1.02576675785804,1.07627460365809,1.06438306939362,1.05890139048348,1.11901536494236,1.06666666666667,48,379,95
"28","P62937","Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2","NADPH.r1",1,0.988717626814933,0.974102495846375,0.978157644824311,1.01079536634178,1.04490920625548,1.02375464266858,1.00076227569898,1.07751802871522,0.969258589511754,7,445,35
"29","Q14204","Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5","NADPH.r1",1,1.00057043067977,1.00039311128109,1.00138330579731,1.00562565553189,0.991676096400726,0.987958769399425,0.999040861725793,0.979809649557133,0.978995433789954,188,377,228
"30","P40926","Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3","NADPH.r1",1,0.981684249151454,1.00497369635441,0.987049987049987,0.992474161569289,1.02753953529464,1.0330084157958,1.0125324009324,1.0964001460387,0.974545454545454,22,311,31
"31","P18206","Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4","NADPH.r1",1,1.00097740234595,1.01240491021837,1.00976938773184,1.02354677755569,1.02316658097087,1.01754198098985,1.01560527499586,1.02013223716658,0.989843028624192,89,341,135
"32","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4","NADPH.r1",1,0.997077142558892,1.00861654398555,1.00389863547758,1.01256100488039,1.03622885503696,1.01831313823198,1.01069477407045,1.05646542613284,0.972776769509982,42,321,81
"33","O75369-8","Isoform 8 of Filamin-B OS=Homo sapiens GN=FLNB","NADPH.r1",1,0.971777420070841,0.990141400114471,0.968213343444397,0.981845941390653,0.986978366736185,0.999828884004039,1.00371107635433,0.987513826099221,0.990757855822551,114,274,147
"34","P62258","14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1","NADPH.r1",1,0.983234891804014,0.996920924985899,0.994677640603566,0.997452951791699,1.01504373177843,1.02350808183565,0.989150085470085,1.1033360107095,0.952888888888889,21,319,49
"35","P14625","Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1","NADPH.r1",1,0.99310350064978,0.982336171452311,0.985519132273601,1.00136853845768,1.02252367147639,1.03953474350889,0.998325976312806,1.16354788863828,1.00846660395108,48,376,77
"36","P35579","Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4","NADPH.r1",1,1.01851133132667,1.02027082399333,1.02367495213333,1.04872389791183,1.06235781519228,1.0513235932022,1.05301677746122,1.03770066019062,1.01804368471035,92,370,168
"37","P34932","Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4","NADPH.r1",1,0.991963926443205,0.975652470523816,0.983346810048844,1.00514297554061,1.00778914572018,0.991310276468308,0.996179464508377,0.97294571744094,0.947833775419982,56,302,106
"38","P09972","Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2","NADPH.r1",1,0.999228567688776,0.972655144555639,0.979057513862788,0.980223992896433,0.987302004518459,1.01008403204055,0.981758309154813,1.08521667165442,0.986200551977921,24,287,34
"39","P17987","T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1","NADPH.r1",1,1.01324596108687,0.990024647437565,1.00185950760663,1.01451575585506,1.03270215022502,1.00445314996127,1.01120558224006,1.04912473753355,0.999068033550792,33,276,54
"40","Q99832","T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2","NADPH.r1",1,0.991023223611039,0.995815887954352,0.98708244085373,0.99609633004217,0.997524348634136,1.01928403293953,0.998129328092832,1.10642570281124,0.978102189781022,33,231,48
"41","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2","NADPH.r1",1,0.983967037338049,0.975862613220372,0.995817461882323,0.976144209891857,0.983100906217194,1.05369210377827,1.01268523519276,1.21849887010429,1.07522567703109,41,255,60
"42","P13796","Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6","NADPH.r1",1,0.999030454859542,0.996908209066541,0.990351952061658,0.99456006346937,0.973541127429219,0.973210654139064,0.967949402927141,1.0014340532209,0.954585930543188,31,298,74
"43","P63104","14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1","NADPH.r1",1,0.99187384818024,1.00956764632188,0.994251646293084,1.00175180376405,1.05733722060253,1.05343304178344,1.04075001171893,1.09838990330609,0.979890310786106,15,300,33
"44","P49368","T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4","NADPH.r1",1,0.998299300445583,0.999360253997224,0.996475203716153,1.00649999565508,1.03258681749853,1.0157699620134,1.01315375012004,1.03549027570958,1.00374531835206,3,393,67
"45","P62937-2","Isoform 2 of Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA","NADPH.r1",1,1.02490317763287,0.938416515186942,0.967983642575024,0.961460096599704,0.78396920220009,0.725002607477186,0.744951423019773,0.752131855803601,0.796433878157504,1,335,2
"46","P21333","Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4","NADPH.r1",1,0.982312888064654,0.981446929162665,0.969345413789858,0.975029786166677,0.943983050105499,0.963698184450982,0.967670131670131,0.947733275444119,0.965765765765766,98,236,119
"47","P11021","78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2","NADPH.r1",1,0.994521185534422,0.986248441847128,1.00007714386799,0.992909460768066,1.02179647369152,1.01292466800216,1.01031578443343,1.04902898240956,1.00093370681606,35,280,55
"48","Q58FF7","Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens GN=HSP90AB3P PE=5 SV=1","NADPH.r1",1,1.9103557766414,1.28722341425294,2.38275827083613,2.04734287170313,1.81438225114674,2.21049952713043,1.66834771068348,2.04308141657539,0.711347047113471,2,377,2
"49","P49368-2","Isoform 2 of T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3","NADPH.r1",1,0.943727863720266,0.909157618446676,0.985926966864219,0.927941558597127,0.902809779307162,0.979498172668486,0.987068287814912,0.91598163902632,0.851469420174742,1,359,2
"50","P07737","Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2","NADPH.r1",1,0.973896213462143,0.980285336514012,0.974594228996172,0.986640971350568,1.02941119200738,1.03305186346395,1.00263416001121,1.08536879759475,0.97632058287796,17,224,34
"51","P50991","T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4","NADPH.r1",1,1.0033504591851,0.997360793213745,1.00892904833165,1.00073653175381,1.06338490727899,1.04475026838524,1.04379555620738,1.08256859659802,1.02192564346997,38,280,65
"52","P60174","Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3","NADPH.r1",1,1.00300864462187,0.983702074902337,0.980862228174056,1.00329530509906,1.02810209007895,1.0705420723732,1.03932789790854,1.19066496400348,0.988018433179724,20,209,29
"53","P37802","Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3","NADPH.r1",1,0.987087872485018,0.978224386201181,0.979893505773423,1.00591884085421,1.00198416291349,1.01363282276067,0.970674129183446,1.10821279795313,0.951197870452529,20,257,45
"54","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1","NADPH.r1",1,0.972682211834583,1.00506397156143,0.989883810396631,0.970148181285073,0.970722183550172,1.01520453097259,0.992785675862599,1.06412463038969,1.07092907092907,17,333,41
"55","P48643","T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1","NADPH.r1",1,0.986496337762294,1.00501534423192,0.999543220709254,1.00286714952405,1.02919516530132,1.04464876280804,1.02384907867798,1.12132178905737,1.01901140684411,39,297,64
"56","P68371","Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1","NADPH.r1",1,1.00410866919926,0.978221110779337,0.984450938495056,1.0024566671216,0.996112730806608,1.00080785111603,0.989971719457013,1.0488202811245,0.985294117647059,1,258,60
"57","Q01518","Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5","NADPH.r1",1,0.976564422266149,0.993057506432098,0.98977047531081,0.98168218754304,1.01967863466326,1.03035252256395,1.01172134410491,1.07326841613027,0.978995433789954,33,252,53
"58","P02008","Hemoglobin subunit zeta OS=Homo sapiens GN=HBZ PE=1 SV=2","NADPH.r1",1,0.981559799972607,0.987372920680006,0.977254452169811,0.970287484494605,0.968493557560209,0.997973865970811,0.959742405947392,1.08820879084204,0.989843028624192,9,260,14
"59","P61981","14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2","NADPH.r1",1,0.980800321170101,0.971671851973145,0.979910615513961,0.984823158612546,1.01659752482662,1.04713462190573,0.991794871794872,1.2108361762462,0.960573476702509,15,304,37
"60","P0DMV9","Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1","NADPH.r1",1,0.986443361276221,0.988982260407885,0.992847291433864,1.00796077820501,1.03118400313179,1.00737268547642,1.00143245447132,0.985695431904296,0.946996466431095,18,313,49
"61","P12814-3","Isoform 3 of Alpha-actinin-1 OS=Homo sapiens GN=ACTN1","NADPH.r1",1,0.987405360164896,1.00231320106206,0.988373390462163,0.977531152883876,0.927585655672191,0.933622673349465,0.931372207716855,0.925141820545891,0.932985204525675,28,218,47
"62","P07437","Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2","NADPH.r1",1,1.04550023939463,0.984131538291768,1.0382523961604,1.02691678472274,1.0523403528303,0.999617312843865,1.0686636614803,0.955830884976579,1.01323251417769,2,248,5
"63","P67809","Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3","NADPH.r1",1,0.998933067550625,1.00077160686298,0.979759868648757,0.968845664901349,0.926577253107865,0.931464711729208,0.923563283563283,0.967019593525618,0.877968877968878,29,278,60
"64","P55072","Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4","NADPH.r1",1,0.998890010090817,0.999497000461467,0.984382284382284,0.999147859101455,1.00927643784787,1.00365116063997,0.993598135198135,1.03437751004016,0.974545454545454,59,248,85
"65","P43487","Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1","NADPH.r1",1,0.981500816898859,0.97791853697458,1.02437724424224,1.04366736995662,1.10831780018799,1.04321586546998,1.04439729990357,1.0887290725099,1.03375120540019,1,331,2
"66","P43487-2","Isoform 2 of Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1","NADPH.r1",1,0.992691428093012,0.989153459091614,0.982429075587736,0.991937101693026,1.01208872819246,1.01973194969503,0.987463889821968,1.07541432103962,0.936244541484716,1,329,41
"67","P06744","Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4","NADPH.r1",1,0.997951203690356,1.00764684554025,0.994751390584724,1.00752403049387,1.01485492156046,1.01005667780846,0.997108058608058,1.03457401032702,0.957142857142857,29,238,50
"68","P31946","14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3","NADPH.r1",1,0.990549526846791,0.979004135110435,0.97990124133915,0.995446480638237,1.03095090850193,1.02624473446088,1.00417020887609,1.05921010244185,0.955436720142603,7,279,16
"69","Q01105-2","Isoform 2 of Protein SET OS=Homo sapiens GN=SET","NADPH.r1",1,0.980466937480056,0.979173933793223,0.973141451773931,0.994943185198406,0.99317402174545,1.04020658893497,0.979927240850318,1.16811862835959,0.916239316239316,1,190,19
"70","Q16658","Fascin OS=Homo sapiens GN=FSCN1 PE=1 SV=3","NADPH.r1",1,1.01356384913389,1.00313294613284,0.99352611059327,1.00801557655111,1.05929163320993,1.06511621784759,1.04129295227262,1.09836759236577,0.990757855822551,42,253,56
"71","Q562R1","Beta-actin-like protein 2 OS=Homo sapiens GN=ACTBL2 PE=1 SV=2","NADPH.r1",1,1.22605749746234,1.16855124871591,1.36100956214621,1.14434512804019,0.9907147863911,1.06750563885535,0.892541863868773,1.01475137019538,0.79466271312083,2,231,2
"72","P69892","Hemoglobin subunit gamma-2 OS=Homo sapiens GN=HBG2 PE=1 SV=2","NADPH.r1",1,0.992254562910858,0.975791237494456,1.0303893637227,1.05686932624513,1.0799211224018,1.01111517150787,1.04282897684839,1.05018910593832,1.04077669902913,1,203,2
"73","Q12931","Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3","NADPH.r1",1,1.00449717466313,1.00314563484168,1.0040159599564,1.00570423026732,1.00818116020988,0.993516953199839,1.00264404085735,0.989057414708973,0.977210574293528,42,201,56
"74","Q13885","Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1","NADPH.r1",1,1.00044069316522,1.02030167063517,1.0023556455526,1.0048191866767,1.04224677501829,1.06004551204927,1.0531332796604,0.960103019117383,1.01998097050428,1,226,3
"75","Q9Y266","Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1","NADPH.r1",1,1.01754500179031,1.00676000218329,1.02022894137589,1.01677352826219,1.04786287274767,1.01910252062846,1.02201084459149,1.02447783967411,0.960573476702509,31,196,50
"76","P50395","Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2","NADPH.r1",1,1.0078497278027,0.985953413007557,0.988741857392293,1.00995232008101,1.0182472061348,1.01370549109432,1.00610390511202,1.07063420498948,0.966636609558161,22,216,48
"77","Q9BVA1","Tubulin beta-2B chain OS=Homo sapiens GN=TUBB2B PE=1 SV=1","NADPH.r1",1,0.960819791920387,1.00158785726789,1.04079828217759,1.01342202614304,0.979208854548153,0.907245839367774,1.01133762788935,0.913387540309019,0.880131362889984,1,224,1
"78","P23526","Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4","NADPH.r1",1,0.982403145422587,1.00963386974835,0.991730600117896,1.00894806089575,1.01625658853471,1.03436119865653,1.01106193220902,1.09734776292961,0.991674375578168,29,216,46
"79","Q71U36","Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A PE=1 SV=1","NADPH.r1",1,0.960111025291919,0.963061032781029,0.911870680188085,0.96489887740107,0.929648364248269,0.925863042707788,0.920275345853104,0.882424572311837,0.93136403127715,1,204,12
"80","P22392-2","Isoform 3 of Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2","NADPH.r1",1,0.987881911936672,1.0031547215452,0.995813920001645,0.99004079171099,1.0058063452302,1.02646066157163,0.997165602147551,1.1272164470155,0.967509025270758,2,277,33
"81","Q15365","Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2","NADPH.r1",1,1.00449717466313,0.977517826652291,0.964782654238747,1.01908812686783,1.00239809428134,0.999956414933542,0.999027651169857,0.980029507272481,0.977210574293528,10,140,22
"82","Q14568","Heat shock protein HSP 90-alpha A2 OS=Homo sapiens GN=HSP90AA2P PE=1 SV=2","NADPH.r1",1,0.993735778872599,1.01981088882253,1.01076289965179,0.986006096173969,0.965079365079365,1.0319111164303,0.943177476118652,1.03567210016537,1.05098039215686,1,166,1
"83","P00441","Superoxide dismutase [Cu-Zn] OS=Homo sapiens GN=SOD1 PE=1 SV=2","NADPH.r1",1,0.979471095717312,0.995919879270133,0.986088652755319,0.984477749210928,1.02495031474623,1.05188565982055,1.03200277200277,1.10337566482145,0.965765765765766,14,129,18
"84","Q14315","Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3","NADPH.r1",1,1.00344667713052,1.00780391804372,0.997301457071572,0.999855123545019,1.00018385732671,0.995048157920435,1.00843262360504,0.993745719130015,0.999068033550792,61,163,73
"85","P69891","Hemoglobin subunit gamma-1 OS=Homo sapiens GN=HBG1 PE=1 SV=2","NADPH.r1",1,0.973918913770909,0.974088946132283,0.961840704304854,0.985192775035699,0.983072973325791,1.02155966621325,0.973508925958443,1.14774109607878,0.941176470588235,1,191,14
"86","Q8NFC6","Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens GN=BOD1L1 PE=1 SV=2","NADPH.r1",1,1.01942412460063,1.01889468528387,1.03686516736686,1.00902151581175,1.03195331687615,1.02965557600163,1.03208940028885,1.01505189734005,0.989843028624192,100,175,115
"87","P27348","14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1","NADPH.r1",1,0.989555493461392,0.966189250907121,0.974558168670404,1.00144931557726,1.03982841658151,1.01751112051144,1.01278041186045,1.05484680211185,0.986200551977921,13,222,25
"88","Q96AE4","Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3","NADPH.r1",1,1.0079673899629,1.01309023846912,1.01334317161655,1.01477240481397,1.03166446434689,1.02821344145436,1.02211953514112,1.04003784923868,0.964028776978417,2,172,53
"89","P13929","Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5","NADPH.r1",1,1.06501026583153,0.990129444139798,1.05765113033035,1.04040894133771,1.08353487225274,1.04216073648456,1.07043073873599,1.1004016064257,1.06243805748266,5,102,6
"90","P27816","Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4 PE=1 SV=3","NADPH.r1",1,0.992993491850785,1.03245094896587,1.02425366955684,0.992383405752574,1.018471856226,1.03293405422819,1.0366640083134,1.03713629257842,1.01036757775683,19,189,81
"91","P15531-2","Isoform 2 of Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1","NADPH.r1",1,0.982650133927864,0.954996855095189,0.966208074992252,0.989241303353134,1.025967704459,1.00299151899925,0.984871347384436,1.15417341267338,0.93542757417103,2,220,5
"92","P13667","Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2","NADPH.r1",1,0.990634720751224,0.98838686822074,1.00779878557656,1.01020327723555,1.05733722060253,1.04066280113631,1.03915330460785,1.06200375422719,0.984389348025712,42,175,60
"93","Q96AE4-2","Isoform 2 of Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1","NADPH.r1",1,0.997953592510714,1.00661577608142,0.963223940323177,0.981121678877652,1.06809892259339,1.02884231252756,0.966558361062178,0.9697347490045,0.909245122985581,1,166,3
"94","Q9Y520-7","Isoform 7 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C","NADPH.r1",1,1.00014866765902,1.02255190659151,1.01688764365253,0.994646054188939,1.00865686974606,1.01844805524487,1.02741181470463,1.00312853624443,0.987108655616943,100,206,122
"95","P15311","Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4","NADPH.r1",1,1.01892272229563,1.02639495724062,1.02640333136787,1.01829670551594,1.09414973505291,1.08918539740383,1.07908049397411,1.08656676998128,1.03675048355899,33,295,47
"96","Q13263","Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5","NADPH.r1",1,1.00803097231471,0.995380271800348,1.00258809512732,1.00741969059734,0.993348512727446,1.01691092472122,1.00799132983571,1.0644614963215,1.0297790585975,34,158,56
"97","P68366","Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1","NADPH.r1",1,0.9262397006126,0.940812982133578,0.896323589893144,0.928987704843159,1.04484898571352,1.07769082272651,1.11186452654957,1.06357714321854,1.05511811023622,4,188,5
"98","P07237","Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3","NADPH.r1",1,0.98142958156253,1.00955759753974,0.998684675691975,0.991312005690382,1.01585409972122,1.03493699460166,1.01894254164327,1.06827309236948,0.978102189781022,35,186,52
"99","P14618","Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4","NADPH.r1",1,0.973577007885787,0.97679012345679,0.978962712844743,0.976219529661138,0.913748215335517,0.926097568123113,0.943633639337343,0.911114416513792,0.882304526748971,2,167,3
"100","P52209","6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3","NADPH.r1",1,0.990571816461911,0.986409377477047,0.978157644824312,1.01185046199766,1.04421617960229,1.11247147736968,1.12820512820513,1.26995676605076,1.10858324715615,25,158,40
